country,year,sex,age,suicides_no,population,rate
Trinidad and Tobago,1996,male,5-14 years,0,138510,0
Trinidad and Tobago,1996,male,55-74 years,17,58736,28.94306728
Trinidad and Tobago,1996,male,75+ years,6,11313,53.03632989
Trinidad and Tobago,1997,female,15-24 years,13,118000,11.01694915
Trinidad and Tobago,1997,female,25-34 years,8,98330,8.135869013
Trinidad and Tobago,1997,female,35-54 years,6,151383,3.963456927
Trinidad and Tobago,1997,female,5-14 years,0,130641,0
Trinidad and Tobago,1997,female,55-74 years,4,68194,5.865618676
Trinidad and Tobago,1997,female,75+ years,0,18117,0
Trinidad and Tobago,1997,male,15-24 years,25,120487,20.74912646
Trinidad and Tobago,1997,male,25-34 years,34,97588,34.84034922
Trinidad and Tobago,1997,male,35-54 years,44,153642,28.63800263
Trinidad and Tobago,1997,male,5-14 years,2,134111,1.491301981
Trinidad and Tobago,1997,male,55-74 years,19,60173,31.57562362
Trinidad and Tobago,1997,male,75+ years,5,11601,43.09973278
Trinidad and Tobago,1998,female,15-24 years,10,121015,8.263438417
Trinidad and Tobago,1998,female,25-34 years,7,96362,7.264274299
Trinidad and Tobago,1998,female,35-54 years,7,155939,4.488934776
Trinidad and Tobago,1998,female,5-14 years,3,125726,2.386141291
Trinidad and Tobago,1998,female,55-74 years,1,69981,1.428959289
Trinidad and Tobago,1998,female,75+ years,2,18573,10.7683196
Trinidad and Tobago,1998,male,15-24 years,23,123518,18.62076782
Trinidad and Tobago,1998,male,25-34 years,32,95771,33.41303735
Trinidad and Tobago,1998,male,35-54 years,64,158330,40.42190362
Trinidad and Tobago,1998,male,5-14 years,1,129083,0.774695351
Trinidad and Tobago,1998,male,55-74 years,16,61816,25.88326647
Trinidad and Tobago,1998,male,75+ years,5,11810,42.33700254
Trinidad and Tobago,1999,female,15-24 years,8,124040,6.449532409
Trinidad and Tobago,1999,female,25-34 years,8,94694,8.448264938
Trinidad and Tobago,1999,female,35-54 years,9,160053,5.623137336
Trinidad and Tobago,1999,female,5-14 years,0,120679,0
Trinidad and Tobago,1999,female,55-74 years,4,71972,5.55771689
Trinidad and Tobago,1999,female,75+ years,1,19001,5.262880901
Trinidad and Tobago,1999,male,15-24 years,16,126509,12.64732153
Trinidad and Tobago,1999,male,25-34 years,28,94272,29.70128988
Trinidad and Tobago,1999,male,35-54 years,39,162536,23.99468425
Trinidad and Tobago,1999,male,5-14 years,0,123911,0
Trinidad and Tobago,1999,male,55-74 years,25,63682,39.25756101
Trinidad and Tobago,1999,male,75+ years,1,11927,8.384338057
Trinidad and Tobago,2000,female,15-24 years,9,126792,7.098239637
Trinidad and Tobago,2000,female,25-34 years,5,93571,5.343535925
Trinidad and Tobago,2000,female,35-54 years,7,163504,4.281240826
Trinidad and Tobago,2000,female,5-14 years,2,115801,1.727100802
Trinidad and Tobago,2000,female,55-74 years,4,74148,5.394616173
Trinidad and Tobago,2000,female,75+ years,5,19412,25.75726355
Trinidad and Tobago,2000,male,15-24 years,25,129187,19.35179236
Trinidad and Tobago,2000,male,25-34 years,30,93304,32.15296236
Trinidad and Tobago,2000,male,35-54 years,54,166024,32.52541801
Trinidad and Tobago,2000,male,5-14 years,1,118873,0.841233922
Trinidad and Tobago,2000,male,55-74 years,20,65790,30.3997568
Trinidad and Tobago,2000,male,75+ years,4,11957,33.45320733
Trinidad and Tobago,2001,female,15-24 years,16,128825,12.41994954
Trinidad and Tobago,2001,female,25-34 years,4,93862,4.261575504
Trinidad and Tobago,2001,female,35-54 years,10,166710,5.998440405
Trinidad and Tobago,2001,female,5-14 years,2,110619,1.808007666
Trinidad and Tobago,2001,female,55-74 years,5,76085,6.571597555
Trinidad and Tobago,2001,female,75+ years,1,20018,4.995504046
Trinidad and Tobago,2001,male,15-24 years,29,131221,22.10012117
Trinidad and Tobago,2001,male,25-34 years,26,93774,27.72623542
Trinidad and Tobago,2001,male,35-54 years,61,168569,36.18696202
Trinidad and Tobago,2001,male,5-14 years,0,113571,0
Trinidad and Tobago,2001,male,55-74 years,18,67749,26.56865784
Trinidad and Tobago,2001,male,75+ years,7,12351,56.67557283
Trinidad and Tobago,2002,female,15-24 years,7,130404,5.367933499
Trinidad and Tobago,2002,female,25-34 years,9,94721,9.501588877
Trinidad and Tobago,2002,female,35-54 years,7,169414,4.131889926
Trinidad and Tobago,2002,female,5-14 years,2,105922,1.88818187
Trinidad and Tobago,2002,female,55-74 years,1,78237,1.278167619
Trinidad and Tobago,2002,female,75+ years,1,20592,4.856254856
Trinidad and Tobago,2002,male,15-24 years,29,132786,21.83965177
Trinidad and Tobago,2002,male,25-34 years,29,94797,30.59168539
Trinidad and Tobago,2002,male,35-54 years,49,170592,28.72350403
Trinidad and Tobago,2002,male,5-14 years,0,108730,0
Trinidad and Tobago,2002,male,55-74 years,19,69926,27.17158139
Trinidad and Tobago,2002,male,75+ years,3,12679,23.66117202
Trinidad and Tobago,2003,female,15-24 years,13,131317,9.899708339
Trinidad and Tobago,2003,female,25-34 years,5,96104,5.202697078
Trinidad and Tobago,2003,female,35-54 years,13,171695,7.571565858
Trinidad and Tobago,2003,female,5-14 years,0,101728,0
Trinidad and Tobago,2003,female,55-74 years,2,80631,2.480435564
Trinidad and Tobago,2003,female,75+ years,2,21123,9.468352033
Trinidad and Tobago,2003,male,15-24 years,23,133697,17.2030786
Trinidad and Tobago,2003,male,25-34 years,25,96312,25.95730542
Trinidad and Tobago,2003,male,35-54 years,36,172208,20.90495215
Trinidad and Tobago,2003,male,5-14 years,1,104386,0.957982871
Trinidad and Tobago,2003,male,55-74 years,20,72339,27.64760364
Trinidad and Tobago,2003,male,75+ years,4,12918,30.9645456
Trinidad and Tobago,2004,female,15-24 years,3,131237,2.285940703
Trinidad and Tobago,2004,female,25-34 years,6,97964,6.124698869
Trinidad and Tobago,2004,female,35-54 years,6,173777,3.452700875
Trinidad and Tobago,2004,female,5-14 years,1,97999,1.020418576
Trinidad and Tobago,2004,female,55-74 years,7,83319,8.401445049
Trinidad and Tobago,2004,female,75+ years,2,21582,9.266981744
Trinidad and Tobago,2004,male,15-24 years,26,133642,19.45496176
Trinidad and Tobago,2004,male,25-34 years,41,98286,41.71499501
Trinidad and Tobago,2004,male,35-54 years,48,173673,27.63814755
Trinidad and Tobago,2004,male,5-14 years,0,100540,0
Trinidad and Tobago,2004,male,55-74 years,23,75035,30.65236223
Trinidad and Tobago,2004,male,75+ years,5,13062,38.27897719
Trinidad and Tobago,2005,female,15-24 years,10,129974,7.693846462
Trinidad and Tobago,2005,female,25-34 years,5,100221,4.988974367
Trinidad and Tobago,2005,female,35-54 years,6,175792,3.413124602
Trinidad and Tobago,2005,female,5-14 years,1,94688,1.056100034
Trinidad and Tobago,2005,female,55-74 years,2,86311,2.317201747
Trinidad and Tobago,2005,female,75+ years,2,21969,9.103737084
Trinidad and Tobago,2005,male,15-24 years,18,132433,13.59177848
Trinidad and Tobago,2005,male,25-34 years,30,100646,29.80744391
Trinidad and Tobago,2005,male,35-54 years,46,175153,26.26275314
Trinidad and Tobago,2005,male,5-14 years,0,97155,0
Trinidad and Tobago,2005,male,55-74 years,12,78028,15.37909468
Trinidad and Tobago,2005,male,75+ years,4,13101,30.53202046
Trinidad and Tobago,2006,female,15-24 years,7,127191,5.503534055
Trinidad and Tobago,2006,female,25-34 years,5,103304,4.840083637
Trinidad and Tobago,2006,female,35-54 years,8,177413,4.509252422
Trinidad and Tobago,2006,female,5-14 years,0,91756,0
Trinidad and Tobago,2006,female,55-74 years,6,88991,6.742254835
Trinidad and Tobago,2006,female,75+ years,0,22513,0
Trinidad and Tobago,2006,male,15-24 years,23,129569,17.75115961
Trinidad and Tobago,2006,male,25-34 years,24,103825,23.11581989
Trinidad and Tobago,2006,male,35-54 years,46,176241,26.10062358
Trinidad and Tobago,2006,male,5-14 years,2,94129,2.124743703
Trinidad and Tobago,2006,male,55-74 years,17,80846,21.02763278
Trinidad and Tobago,2006,male,75+ years,3,13523,22.18442653
Trinidad and Tobago,2007,female,15-24 years,4,123176,3.247385854
Trinidad and Tobago,2007,female,25-34 years,6,106809,5.617504143
Trinidad and Tobago,2007,female,35-54 years,5,179070,2.792204166
Trinidad and Tobago,2007,female,5-14 years,1,89716,1.114628383
Trinidad and Tobago,2007,female,55-74 years,3,92001,3.260834121
Trinidad and Tobago,2007,female,75+ years,1,22983,4.351042075
Trinidad and Tobago,2007,male,15-24 years,20,125516,15.93422353
Trinidad and Tobago,2007,male,25-34 years,38,107378,35.38899961
Trinidad and Tobago,2007,male,35-54 years,34,177478,19.157304
Trinidad and Tobago,2007,male,5-14 years,0,92049,0
Trinidad and Tobago,2007,male,55-74 years,14,83938,16.67897734
Trinidad and Tobago,2007,male,75+ years,5,13874,36.03863342
Trinidad and Tobago,2008,female,15-24 years,11,118363,9.293444742
Trinidad and Tobago,2008,female,25-34 years,5,110394,4.529231661
Trinidad and Tobago,2008,female,35-54 years,15,180705,8.300821781
Trinidad and Tobago,2008,female,5-14 years,0,88505,0
Trinidad and Tobago,2008,female,55-74 years,4,95285,4.197932518
Trinidad and Tobago,2008,female,75+ years,1,23393,4.274783055
Trinidad and Tobago,2008,male,15-24 years,23,120707,19.05440447
Trinidad and Tobago,2008,male,25-34 years,37,110954,33.34715287
Trinidad and Tobago,2008,male,35-54 years,69,178781,38.59470525
Trinidad and Tobago,2008,male,5-14 years,1,90838,1.100860873
Trinidad and Tobago,2008,male,55-74 years,30,87254,34.38237789
Trinidad and Tobago,2008,male,75+ years,3,14157,21.19093028
Trinidad and Tobago,2009,female,15-24 years,5,113362,4.410649071
Trinidad and Tobago,2009,female,25-34 years,5,113622,4.40055623
Trinidad and Tobago,2009,female,35-54 years,5,182233,2.743740157
Trinidad and Tobago,2009,female,5-14 years,0,87970,0
Trinidad and Tobago,2009,female,55-74 years,6,98779,6.074165562
Trinidad and Tobago,2009,female,75+ years,0,23790,0
Trinidad and Tobago,2009,male,15-24 years,25,115721,21.60368472
Trinidad and Tobago,2009,male,25-34 years,27,114143,23.65453861
Trinidad and Tobago,2009,male,35-54 years,38,180029,21.10771042
Trinidad and Tobago,2009,male,5-14 years,1,90312,1.107272566
Trinidad and Tobago,2009,male,55-74 years,13,90729,14.32838453
Trinidad and Tobago,2009,male,75+ years,3,14407,20.82321094
Trinidad and Tobago,2010,female,15-24 years,9,108605,8.286911284
Trinidad and Tobago,2010,female,25-34 years,9,116210,7.744600293
Trinidad and Tobago,2010,female,35-54 years,8,183641,4.356325657
Trinidad and Tobago,2010,female,5-14 years,1,87897,1.137695257
Trinidad and Tobago,2010,female,55-74 years,4,102440,3.904724717
Trinidad and Tobago,2010,female,75+ years,0,24200,0
Trinidad and Tobago,2010,male,15-24 years,17,110950,15.32221721
Trinidad and Tobago,2010,male,25-34 years,38,116664,32.57217308
Trinidad and Tobago,2010,male,35-54 years,48,181184,26.49240551
Trinidad and Tobago,2010,male,5-14 years,1,90237,1.10819287
Trinidad and Tobago,2010,male,55-74 years,21,94335,22.26109079
Trinidad and Tobago,2010,male,75+ years,4,14639,27.32427078
Trinidad and Tobago,2011,female,15-24 years,5,104361,4.791061795
Trinidad and Tobago,2011,female,25-34 years,8,118786,6.734800397
Trinidad and Tobago,2011,female,35-54 years,8,184776,4.32956661
Trinidad and Tobago,2011,female,5-14 years,2,88170,2.268345242
Trinidad and Tobago,2011,female,55-74 years,4,105486,3.791972394
Trinidad and Tobago,2011,female,75+ years,0,24863,0
Trinidad and Tobago,2011,male,15-24 years,20,106653,18.75240265
Trinidad and Tobago,2011,male,25-34 years,25,119254,20.9636574
Trinidad and Tobago,2011,male,35-54 years,41,181905,22.53923751
Trinidad and Tobago,2011,male,5-14 years,0,90557,0
Trinidad and Tobago,2011,male,55-74 years,21,97186,21.60805054
Trinidad and Tobago,2011,male,75+ years,5,15189,32.91855948
Tunisia,2009,female,15-24 years,3,,#DIV/0!
Tunisia,2009,female,25-34 years,3,,#DIV/0!
Tunisia,2009,female,35-54 years,1,,#DIV/0!
Tunisia,2009,female,5-14 years,0,,#DIV/0!
Tunisia,2009,female,55-74 years,0,,#DIV/0!
Tunisia,2009,female,75+ years,0,,#DIV/0!
Tunisia,2009,male,15-24 years,6,,#DIV/0!
Tunisia,2009,male,25-34 years,5,,#DIV/0!
Tunisia,2009,male,35-54 years,3,,#DIV/0!
Tunisia,2009,male,5-14 years,0,,#DIV/0!
Tunisia,2009,male,55-74 years,1,,#DIV/0!
Tunisia,2009,male,75+ years,0,,#DIV/0!
Tunisia,2013,female,15-24 years,1,,#DIV/0!
Tunisia,2013,female,25-34 years,1,,#DIV/0!
Tunisia,2013,female,35-54 years,0,,#DIV/0!
Tunisia,2013,female,5-14 years,0,,#DIV/0!
Tunisia,2013,female,55-74 years,0,,#DIV/0!
Tunisia,2013,female,75+ years,0,,#DIV/0!
Tunisia,2013,male,15-24 years,3,,#DIV/0!
Tunisia,2013,male,25-34 years,1,,#DIV/0!
Tunisia,2013,male,35-54 years,2,,#DIV/0!
Tunisia,2013,male,5-14 years,1,,#DIV/0!
Tunisia,2013,male,55-74 years,1,,#DIV/0!
Tunisia,2013,male,75+ years,0,,#DIV/0!
Turkey,2009,female,15-24 years,74,6097408,1.213630448
Turkey,2009,female,25-34 years,44,6101898,0.721087111
Turkey,2009,female,35-54 years,58,9027289,0.642496324
Turkey,2009,female,5-14 years,18,6204481,0.290112904
Turkey,2009,female,55-74 years,38,4301203,0.883473763
Turkey,2009,female,75+ years,17,1170072,1.452902044
Turkey,2009,male,15-24 years,139,6380792,2.178412962
Turkey,2009,male,25-34 years,189,6272520,3.013143043
Turkey,2009,male,35-54 years,287,9160329,3.133075242
Turkey,2009,male,5-14 years,23,6542691,0.351537311
Turkey,2009,male,55-74 years,130,3897113,3.335802683
Turkey,2009,male,75+ years,33,806623,4.091130553
Turkey,2010,female,15-24 years,95,6118805,1.552590743
Turkey,2010,female,25-34 years,61,6170592,0.988559931
Turkey,2010,female,35-54 years,110,9153406,1.201738457
Turkey,2010,female,5-14 years,25,6182454,0.404370174
Turkey,2010,female,55-74 years,57,4537405,1.256224648
Turkey,2010,female,75+ years,28,1226764,2.28242759
Turkey,2010,male,15-24 years,238,6411111,3.71230509
Turkey,2010,male,25-34 years,248,6363299,3.897349472
Turkey,2010,male,35-54 years,397,9318882,4.26016769
Turkey,2010,male,5-14 years,27,6519482,0.414143332
Turkey,2010,male,55-74 years,175,4131848,4.235392977
Turkey,2010,male,75+ years,63,841083,7.490342808
Turkey,2011,female,15-24 years,83,6126637,1.354739966
Turkey,2011,female,25-34 years,60,6266330,0.957498249
Turkey,2011,female,35-54 years,82,9296163,0.882084361
Turkey,2011,female,5-14 years,23,6178913,0.372233757
Turkey,2011,female,55-74 years,35,4781947,0.731919446
Turkey,2011,female,75+ years,15,1274924,1.176540719
Turkey,2011,male,15-24 years,177,6416997,2.75829956
Turkey,2011,male,25-34 years,180,6458549,2.787003706
Turkey,2011,male,35-54 years,266,9478566,2.806331675
Turkey,2011,male,5-14 years,20,6514392,0.307012535
Turkey,2011,male,55-74 years,162,4380447,3.698252713
Turkey,2011,male,75+ years,45,860492,5.229566341
Turkey,2012,female,15-24 years,94,6140942,1.530709784
Turkey,2012,female,25-34 years,78,6314493,1.235253567
Turkey,2012,female,35-54 years,113,9539648,1.184530079
Turkey,2012,female,5-14 years,15,6169331,0.243138194
Turkey,2012,female,55-74 years,55,4925454,1.116648333
Turkey,2012,female,75+ years,23,1325413,1.735308164
Turkey,2012,male,15-24 years,184,6425966,2.863382719
Turkey,2012,male,25-34 years,227,6494243,3.495403544
Turkey,2012,male,35-54 years,399,9718299,4.105656762
Turkey,2012,male,5-14 years,24,6503156,0.36905158
Turkey,2012,male,55-74 years,180,4532575,3.971252544
Turkey,2012,male,75+ years,58,886919,6.539492332
Turkey,2013,female,15-24 years,133,6177538,2.152961261
Turkey,2013,female,25-34 years,87,6322406,1.376058418
Turkey,2013,female,35-54 years,118,9808886,1.202990839
Turkey,2013,female,5-14 years,23,6148825,0.374055206
Turkey,2013,female,55-74 years,73,5052537,1.444818712
Turkey,2013,female,75+ years,29,1374051,2.110547571
Turkey,2013,male,15-24 years,253,6461036,3.915780689
Turkey,2013,male,25-34 years,285,6491205,4.390556145
Turkey,2013,male,35-54 years,477,9982233,4.778489943
Turkey,2013,male,5-14 years,17,6481081,0.262301922
Turkey,2013,male,55-74 years,239,4664864,5.123407671
Turkey,2013,male,75+ years,76,915690,8.2997521
Turkey,2014,female,15-24 years,114,6220032,1.832787999
Turkey,2014,female,25-34 years,65,6325398,1.027603322
Turkey,2014,female,35-54 years,109,10070621,1.082356292
Turkey,2014,female,5-14 years,18,6136028,0.293349378
Turkey,2014,female,55-74 years,79,5233238,1.50958164
Turkey,2014,female,75+ years,23,1426848,1.61194465
Turkey,2014,male,15-24 years,260,6517033,3.989545549
Turkey,2014,male,25-34 years,243,6484352,3.747483172
Turkey,2014,male,35-54 years,394,10244541,3.845950736
Turkey,2014,male,5-14 years,21,6469621,0.324593975
Turkey,2014,male,55-74 years,225,4851259,4.637971298
Turkey,2014,male,75+ years,66,952449,6.929504887
Turkey,2015,female,15-24 years,131,6267398,2.090181603
Turkey,2015,female,25-34 years,72,6288287,1.144985908
Turkey,2015,female,35-54 years,109,10293526,1.058918003
Turkey,2015,female,5-14 years,18,6100840,0.295041339
Turkey,2015,female,55-74 years,42,5456986,0.76965563
Turkey,2015,female,75+ years,25,1479388,1.689887981
Turkey,2015,male,15-24 years,207,6573627,3.14894654
Turkey,2015,male,25-34 years,241,6452161,3.735182678
Turkey,2015,male,35-54 years,385,10466600,3.678367378
Turkey,2015,male,5-14 years,18,6435462,0.279700199
Turkey,2015,male,55-74 years,223,5079228,4.390430987
Turkey,2015,male,75+ years,61,986961,6.180588696
Turkmenistan,1981,female,15-24 years,24,316800,7.575757576
Turkmenistan,1981,female,25-34 years,9,196600,4.577822991
Turkmenistan,1981,female,35-54 years,24,226300,10.60539107
Turkmenistan,1981,female,5-14 years,4,376900,1.061289467
Turkmenistan,1981,female,55-74 years,13,128100,10.14832162
Turkmenistan,1981,female,75+ years,1,26700,3.745318352
Turkmenistan,1981,male,15-24 years,38,322900,11.76834933
Turkmenistan,1981,male,25-34 years,37,191600,19.31106472
Turkmenistan,1981,male,35-54 years,76,225100,33.7627721
Turkmenistan,1981,male,5-14 years,3,381400,0.786575773
Turkmenistan,1981,male,55-74 years,26,80600,32.25806452
Turkmenistan,1981,male,75+ years,5,15900,31.44654088
Turkmenistan,1982,female,15-24 years,20,324300,6.167129201
Turkmenistan,1982,female,25-34 years,13,208800,6.22605364
Turkmenistan,1982,female,35-54 years,22,227900,9.653356735
Turkmenistan,1982,female,5-14 years,3,383200,0.782881002
Turkmenistan,1982,female,55-74 years,12,132000,9.090909091
Turkmenistan,1982,female,75+ years,6,27500,21.81818182
Turkmenistan,1982,male,15-24 years,25,330200,7.571168988
Turkmenistan,1982,male,25-34 years,40,202500,19.75308642
Turkmenistan,1982,male,35-54 years,68,226200,30.06189213
Turkmenistan,1982,male,5-14 years,2,387700,0.515862781
Turkmenistan,1982,male,55-74 years,14,85200,16.43192488
Turkmenistan,1982,male,75+ years,0,15900,0
Turkmenistan,1983,female,15-24 years,,331600,0
Turkmenistan,1983,female,25-34 years,,228400,0
Turkmenistan,1983,female,35-54 years,,230400,0
Turkmenistan,1983,female,5-14 years,,393200,0
Turkmenistan,1983,female,55-74 years,,137900,0
Turkmenistan,1983,female,75+ years,,28500,0
Turkmenistan,1983,male,15-24 years,,335400,0
Turkmenistan,1983,male,25-34 years,,221900,0
Turkmenistan,1983,male,35-54 years,,227400,0
Turkmenistan,1983,male,5-14 years,,397800,0
Turkmenistan,1983,male,55-74 years,,92500,0
Turkmenistan,1983,male,75+ years,,16100,0
Turkmenistan,1985,female,15-24 years,28,336200,8.328375967
Turkmenistan,1985,female,25-34 years,13,248500,5.23138833
Turkmenistan,1985,female,35-54 years,16,234600,6.820119352
Turkmenistan,1985,female,5-14 years,2,403000,0.496277916
Turkmenistan,1985,female,55-74 years,10,143100,6.988120196
Turkmenistan,1985,female,75+ years,0,29400,0
Turkmenistan,1985,male,15-24 years,37,339700,10.8919635
Turkmenistan,1985,male,25-34 years,48,241000,19.91701245
Turkmenistan,1985,male,35-54 years,60,230000,26.08695652
Turkmenistan,1985,male,5-14 years,1,407300,0.245519273
Turkmenistan,1985,male,55-74 years,26,99200,26.20967742
Turkmenistan,1985,male,75+ years,2,16200,12.34567901
Turkmenistan,1986,female,15-24 years,28,338200,8.279124778
Turkmenistan,1986,female,25-34 years,20,261900,7.636502482
Turkmenistan,1986,female,35-54 years,25,240700,10.38637308
Turkmenistan,1986,female,5-14 years,4,409600,0.9765625
Turkmenistan,1986,female,55-74 years,16,145700,10.98146877
Turkmenistan,1986,female,75+ years,5,30300,16.50165017
Turkmenistan,1986,male,15-24 years,39,342600,11.38353765
Turkmenistan,1986,male,25-34 years,52,252900,20.56148675
Turkmenistan,1986,male,35-54 years,71,236000,30.08474576
Turkmenistan,1986,male,5-14 years,4,414600,0.964785335
Turkmenistan,1986,male,55-74 years,24,103100,23.27837051
Turkmenistan,1986,male,75+ years,4,16400,24.3902439
Turkmenistan,1987,female,15-24 years,24,340700,7.044320517
Turkmenistan,1987,female,25-34 years,12,274700,4.368401893
Turkmenistan,1987,female,35-54 years,21,247500,8.484848485
Turkmenistan,1987,female,5-14 years,4,417000,0.959232614
Turkmenistan,1987,female,55-74 years,28,148000,18.91891892
Turkmenistan,1987,female,75+ years,8,31400,25.47770701
Turkmenistan,1987,male,15-24 years,33,344800,9.570765661
Turkmenistan,1987,male,25-34 years,50,265600,18.8253012
Turkmenistan,1987,male,35-54 years,54,242600,22.25886232
Turkmenistan,1987,male,5-14 years,5,423500,1.180637544
Turkmenistan,1987,male,55-74 years,28,106800,26.21722846
Turkmenistan,1987,male,75+ years,5,16500,30.3030303
Turkmenistan,1988,female,15-24 years,21,342600,6.129597198
Turkmenistan,1988,female,25-34 years,14,286600,4.884856943
Turkmenistan,1988,female,35-54 years,18,255500,7.045009785
Turkmenistan,1988,female,5-14 years,4,425700,0.939628847
Turkmenistan,1988,female,55-74 years,21,150300,13.97205589
Turkmenistan,1988,female,75+ years,6,32200,18.63354037
Turkmenistan,1988,male,15-24 years,51,347500,14.67625899
Turkmenistan,1988,male,25-34 years,48,276400,17.36613603
Turkmenistan,1988,male,35-54 years,55,249600,22.03525641
Turkmenistan,1988,male,5-14 years,4,432700,0.92442801
Turkmenistan,1988,male,55-74 years,22,110500,19.90950226
Turkmenistan,1988,male,75+ years,6,16700,35.92814371
Turkmenistan,1989,female,15-24 years,25,346000,7.225433526
Turkmenistan,1989,female,25-34 years,18,297400,6.052454607
Turkmenistan,1989,female,35-54 years,17,265600,6.40060241
Turkmenistan,1989,female,5-14 years,2,435900,0.45882083
Turkmenistan,1989,female,55-74 years,16,151500,10.56105611
Turkmenistan,1989,female,75+ years,4,32900,12.15805471
Turkmenistan,1989,male,15-24 years,29,352500,8.226950355
Turkmenistan,1989,male,25-34 years,52,285700,18.20091005
Turkmenistan,1989,male,35-54 years,64,258100,24.79659047
Turkmenistan,1989,male,5-14 years,3,443200,0.676895307
Turkmenistan,1989,male,55-74 years,19,113400,16.75485009
Turkmenistan,1989,male,75+ years,4,16800,23.80952381
Turkmenistan,1990,female,15-24 years,27,351300,7.685738685
Turkmenistan,1990,female,25-34 years,16,306400,5.221932115
Turkmenistan,1990,female,35-54 years,18,277100,6.495849874
Turkmenistan,1990,female,5-14 years,0,447600,0
Turkmenistan,1990,female,55-74 years,9,153300,5.870841487
Turkmenistan,1990,female,75+ years,12,34100,35.19061584
Turkmenistan,1990,male,15-24 years,56,360200,15.54691838
Turkmenistan,1990,male,25-34 years,61,292800,20.83333333
Turkmenistan,1990,male,35-54 years,65,268100,24.24468482
Turkmenistan,1990,male,5-14 years,6,455200,1.318101933
Turkmenistan,1990,male,55-74 years,23,117000,19.65811966
Turkmenistan,1990,male,75+ years,5,16700,29.94011976
Turkmenistan,1991,female,15-24 years,31,358300,8.651967625
Turkmenistan,1991,female,25-34 years,20,314100,6.367398918
Turkmenistan,1991,female,35-54 years,15,288300,5.202913632
Turkmenistan,1991,female,5-14 years,1,460700,0.217060994
Turkmenistan,1991,female,55-74 years,18,156600,11.49425287
Turkmenistan,1991,female,75+ years,2,32400,6.172839506
Turkmenistan,1991,male,15-24 years,50,369500,13.53179973
Turkmenistan,1991,male,25-34 years,53,298500,17.75544389
Turkmenistan,1991,male,35-54 years,55,278100,19.77705861
Turkmenistan,1991,male,5-14 years,3,468900,0.639795266
Turkmenistan,1991,male,55-74 years,22,121300,18.13685078
Turkmenistan,1991,male,75+ years,3,15800,18.98734177
Turkmenistan,1992,female,15-24 years,33,365400,9.031198686
Turkmenistan,1992,female,25-34 years,10,320400,3.121098627
Turkmenistan,1992,female,35-54 years,16,302000,5.298013245
Turkmenistan,1992,female,5-14 years,2,473800,0.422119038
Turkmenistan,1992,female,55-74 years,14,159700,8.76643707
Turkmenistan,1992,female,75+ years,5,32700,15.29051988
Turkmenistan,1992,male,15-24 years,60,378800,15.83949314
Turkmenistan,1992,male,25-34 years,49,305500,16.03927987
Turkmenistan,1992,male,35-54 years,61,277400,21.98990627
Turkmenistan,1992,male,5-14 years,9,482600,1.864898467
Turkmenistan,1992,male,55-74 years,11,138600,7.936507937
Turkmenistan,1992,male,75+ years,1,16000,6.25
Turkmenistan,1993,female,15-24 years,25,367200,6.808278867
Turkmenistan,1993,female,25-34 years,12,325200,3.6900369
Turkmenistan,1993,female,35-54 years,7,312300,2.241434518
Turkmenistan,1993,female,5-14 years,2,463900,0.431127398
Turkmenistan,1993,female,55-74 years,19,159500,11.91222571
Turkmenistan,1993,female,75+ years,2,30000,6.666666667
Turkmenistan,1993,male,15-24 years,46,403300,11.40590131
Turkmenistan,1993,male,25-34 years,40,319000,12.53918495
Turkmenistan,1993,male,35-54 years,55,310000,17.74193548
Turkmenistan,1993,male,5-14 years,5,489900,1.020616452
Turkmenistan,1993,male,55-74 years,23,134000,17.1641791
Turkmenistan,1993,male,75+ years,4,16800,23.80952381
Turkmenistan,1994,female,15-24 years,24,381300,6.294256491
Turkmenistan,1994,female,25-34 years,10,328900,3.040437823
Turkmenistan,1994,female,35-54 years,14,328100,4.266991771
Turkmenistan,1994,female,5-14 years,1,478000,0.209205021
Turkmenistan,1994,female,55-74 years,11,157900,6.966434452
Turkmenistan,1994,female,75+ years,9,25900,34.74903475
Turkmenistan,1994,male,15-24 years,51,412000,12.37864078
Turkmenistan,1994,male,25-34 years,41,325300,12.60375038
Turkmenistan,1994,male,35-54 years,47,326800,14.38188494
Turkmenistan,1994,male,5-14 years,4,504500,0.792864222
Turkmenistan,1994,male,55-74 years,21,137700,15.25054466
Turkmenistan,1994,male,75+ years,1,16700,5.988023952
Turkmenistan,1995,female,15-24 years,23,433100,5.310551836
Turkmenistan,1995,female,25-34 years,11,361600,3.042035398
Turkmenistan,1995,female,35-54 years,8,366200,2.18459858
Turkmenistan,1995,female,5-14 years,2,564000,0.354609929
Turkmenistan,1995,female,55-74 years,7,177100,3.95256917
Turkmenistan,1995,female,75+ years,1,33700,2.96735905
Turkmenistan,1995,male,15-24 years,58,433400,13.38255653
Turkmenistan,1995,male,25-34 years,36,351500,10.24182077
Turkmenistan,1995,male,35-54 years,65,351500,18.49217639
Turkmenistan,1995,male,5-14 years,7,584500,1.19760479
Turkmenistan,1995,male,55-74 years,24,146100,16.42710472
Turkmenistan,1995,male,75+ years,2,15500,12.90322581
Turkmenistan,1996,female,15-24 years,17,439600,3.867151956
Turkmenistan,1996,female,25-34 years,11,366300,3.003003003
Turkmenistan,1996,female,35-54 years,9,384900,2.33826968
